k,seed,c_v,c_npmi,c_umass,topic_diversity,mean_top20_jaccard,mean_cosine_redundancy,mean_js_distance_redundancy,n_topics_0_studies,n_topics_1_study,n_topics_lt3_studies,n_topics_lt5_studies,margin_mean,prop_conf_lt_0.40,prop_conf_0.40_0.60,prop_conf_gt_0.60,model_path
2,10,0.3423084449902888,-0.03665756647252505,-0.5603884129766977,0.975,0.02564102564102564,0.4741537868976593,0.5215987545912983,0,0,0,0,0.7604669954412615,0.0,0.09090909090909091,0.9090909090909091,models\fulltext\k02_seed10.model
2,11,0.33088171111434017,-0.026779565857792932,-0.4717800769054906,0.95,0.05263157894736842,0.45131316781044006,0.4908919651296154,0,0,0,0,0.7446898854986461,0.0,0.07575757575757576,0.9242424242424242,models\fulltext\k02_seed11.model
2,12,0.23579531860828432,-0.07397194624732728,-0.6162780328295658,0.925,0.08108108108108109,0.40943020582199097,0.44405075268815897,0,0,0,0,0.7538333384960479,0.0,0.12121212121212122,0.8787878787878788,models\fulltext\k02_seed12.model
2,13,0.34865852501313016,-0.035308866064694716,-0.48266962249356904,0.95,0.05263157894736842,0.4619084894657135,0.5301516570666901,0,0,0,0,0.7591824919182368,0.0,0.09090909090909091,0.9090909090909091,models\fulltext\k02_seed13.model
2,14,0.2778976654310091,-0.0642804760907711,-0.5400680007815901,0.9,0.1111111111111111,0.5623108148574829,0.4577807368652771,0,0,0,0,0.7433448880813861,0.0,0.10606060606060606,0.8939393939393939,models\fulltext\k02_seed14.model
2,15,0.35294078884361835,-0.027651663337834226,-0.5020581859177817,0.975,0.02564102564102564,0.4593978226184845,0.5286177871050598,0,0,0,0,0.76123751763771,0.0,0.09090909090909091,0.9090909090909091,models\fulltext\k02_seed15.model
2,16,0.3224491145806525,-0.02408534927456785,-0.4398575955176004,0.975,0.02564102564102564,0.3356093764305115,0.5132685576315557,0,0,0,0,0.7784215450691122,0.0,0.10606060606060606,0.8939393939393939,models\fulltext\k02_seed16.model
2,17,0.3477506157792356,-0.02338918947315395,-0.5060909270944928,0.975,0.02564102564102564,0.45103323459625244,0.5135127497988161,0,0,0,0,0.7202186445352626,0.0,0.13636363636363635,0.8636363636363636,models\fulltext\k02_seed17.model
2,18,0.33922773919664784,-0.023562369471535696,-0.4858361431772135,0.975,0.02564102564102564,0.4365893304347992,0.49882266385877794,0,0,0,0,0.7840383155867268,0.0,0.06060606060606061,0.9393939393939394,models\fulltext\k02_seed18.model
2,19,0.30429256512652336,-0.056891198708985194,-0.5595534586562497,0.925,0.08108108108108109,0.5173917412757874,0.4747846775441096,0,0,0,0,0.7752180858262749,0.0,0.09090909090909091,0.9090909090909091,models\fulltext\k02_seed19.model
3,0,0.384599338224366,-0.02823812797567915,-0.48548082668917675,0.8833333333333333,0.07370991581517897,0.42572976152102154,0.5413583055300716,0,0,0,0,0.690373646876651,0.0,0.13636363636363635,0.8636363636363636,models\fulltext\k03_seed00.model
